file_name,clause,pages,class_id,label,start_at,end_at
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.pdf","Upon Bellicum's request and subject to payment of the Firm Zone Shortfall amount by Bellicum, Miltenyi will, if so requested by Bellicum, provide Bellicum with Miltenyi's remaining stock of the relevant forecasted Miltenyi Products equal in value to such Firm Zone Shortfall amount.",20,21,Minimum Commitment,82057,82339
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.pdf","Bellicum will order Miltenyi Product in a defined number of units, subject to reasonable minimum order size requirements that may vary according to product type.",20,21,Minimum Commitment,83518,83679
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.pdf","In the event Bellicum's aggregate purchases of Miltenyi Products from Miltenyi under this Agreement in any Calendar Year during the Term is less than [...***...]% of the Rolling Monthly Forecast subject to Sections 5.1 and 5.3, at the beginning of that Calendar Year or EUR[...***...] ([...***...] Euros), whatever is higher, (the ""Minimum Purchase""), then Miltenyi shall provide written notice to Bellicum of such shortfall.",21,21,Minimum Commitment,87482,87907
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.pdf","Notwithstanding anything to the contrary in the foregoing, and for Calendar Year 2019 only, the EUR[...***...] amount recited as an element used to determine the Minimum Purchase in a Calendar Year is hereby reduced to EUR[...***...].",21,21,Minimum Commitment,87908,88142
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.pdf",Bellicum shall have [...***...] days to tender a firm Purchase Order for the purchase of such shortfall to satisfy the Minimum Purchase requirements set forth above.,21,21,Minimum Commitment,88143,88308
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.pdf","If Bellicum fails to tender such firm Purchase Order and has not otherwise met the Minimum Purchase requirements within said [...***...]-day period, then Miltenyi, in its sole discretion, effective immediately upon Bellicum's receipt of written notice of Miltenyi's election to do so, shall have no obligation to Bellicum under this Agreement:
(1) not to discontinue the supply of any particular Miltenyi Product;
(2) to use [...***...] to ensure continuous supply of Miltenyi Products to Bellicum in accordance with Forecasts provided by or on behalf of Bellicum; and
(3) to provide Regulatory Work in accordance with Section 4.3.",21,21,Minimum Commitment,88309,88940
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.pdf",Minimum Purchases referred to above will include the quantities of Miltenyi Product(s) ordered by Bellicum in accordance with applicable Forecasts that could not be supplied by Miltenyi.,21,21,Minimum Commitment,88941,89127
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.pdf","At the time Bellicum reaches the Minimum Purchase requirements again, Miltenyi and Bellicum shall in good faith agree to continue the supply commitment.",21,21,Minimum Commitment,89128,89280
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.pdf","Miltenyi shall ensure that, at the time of Delivery the remaining shelf life of each shipped Miltenyi Product shall be no less than the minimum shelf life set forth in Exhibit B as such Exhibit B Module may be amended from time to time by written notification of Miltenyi to Bellicum. As of the Effective Date the Minimum Guaranteed Shelf Life of certain Miltenyi Products is relatively short and thus requires Bellicum to perform a tight materials management (i.e. short-termed <omitted>
ordering of such Miltenyi Products) regarding production planning of Bellicum Product.",22-23,21,Minimum Commitment,93579,94222
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.pdf","In addition, the Parties shall from time to time discuss in good faith and mutually and reasonably agree upon (i) whether one or more Miltenyi Products require a minimum inventory to be held by Bellicum, and (ii) whether there shall be any type of Miltenyi Product that require a minimum inventory to be held by Miltenyi on behalf of Bellicum and under which terms and conditions such minimum inventory shall be reserved for Bellicum.",24,21,Minimum Commitment,100681,101115
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.pdf","For purposes hereof, each of the following events shall be deemed a ""Supply Failure"":
(i) if Miltenyi, using [...***...], fails to deliver to Bellicum at least [...***...]% (on a Miltenyi Product-by-Miltenyi Product basis) of an accepted Purchase Order of Miltenyi Product placed by Bellicum in accordance with the relevant binding Forecast within a reasonable period of time after the agreed Delivery Date therefor (whether by reason of Force Majeure or otherwise) more than twice during any Calendar Year; provided, however, that any of the foregoing events shall not be considered a Supply Failure to the extent that it results from:
(x) an act or omission of Bellicum, including any specific written instructions or requirements issued by Bellicum, including an Bellicum- Requested Change; or
(y) the failure or delay on the part of any supplier of materials designated and required by Bellicum or any other Subcontractor designated and required by Bellicum; or
(z) a Required Change or other change in any material requirement relating to the development, manufacturing, packaging and shipping of Miltenyi Product at Miltenyi's facility required by Applicable Laws, or the imposition of any other condition with respect to the Miltenyi Product by any governmental body or agency, or Regulatory Authority, based on Applicable Laws, or an event of Force Majeure, unless Miltenyi fails to use [...***...] to remedy the failure, inability, or delay within a reasonable period of time. In the event of the foregoing failures, inabilities, or delays, the Parties shall meet and discuss in good faith how to remedy the situation.
(ii) If Miltenyi fails to Deliver to Bellicum at least [...***...]% (on a Miltenyi Product-by-Miltenyi Product basis) of an accepted Purchase Order, then for that Miltenyi Product affected by such failed Delivery, the next step in the Discount scheme set forth in Exhibit F shall be applied to such Miltenyi Product during the following two (2) Calendar Quarters (and a repeated failure shall result in further step in the Discount scheme being applied in like manner).",25,21,Minimum Commitment,104162,106259
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT.pdf,"""Minimum Quantity"" means [***] pounds of Terpene Product per Year, prorated for any partial Year included in the Term. <omitted> In the event that Flotek does not order the Minimum Quantity in a given Year, FCC may ship to Flotek the remaining quantity of Terpene Product prior to the end of such Year, and invoice Flotek as described in Section 6(c).",2,21,Minimum Commitment,1068,4552
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.pdf,"The Sender shall notify the Transporter as soon as possible, if it is found that: (i) its deliveries during a month of Operation at a Point of Entrance will be less than 95% of the Scheduled Capacity or (ii) its withdrawals at any Point of Exit shall be less than 95% of the Scheduled Capacity.",38,21,Minimum Commitment,81716,82010
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.pdf,"The Transporter reserves the right to reject any Transportation request in addition to the reasons mentioned during the nomination process and the Transportation schedule, those coming from a Sender who has breached a Transportation contract, this Manual or any applicable regulations, including but without being limited to: 11.1.1 Delivery of Hydrocarbons without the minimum quality specifications indicated in this Manual. 11.1.2 Failing to deliver sufficient Hydrocarbons to fill in the line in the proportion that corresponds,",40,21,Minimum Commitment,87358,87890
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.pdf,"The minimum values of quality that the Crude delivered by the Senders must have to be accepted for Transportation in the Pipeline are:
For specific systems the Transporter defines minimum parameters for quality which are listed in Annex 4 Minimum Quality Specifications by System.",41,21,Minimum Commitment,88448,88728
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.pdf,"The minimum characteristics of the Hydrocarbon which must be included in the certificate are: Viscosity cST and SSU at 86degF, 100degF and 140degF, gravity API at 60degF, sulfur content, salt content, BSW, Acidity and Point of fluidity.",41,21,Minimum Commitment,89258,89494
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.pdf,"The Transporter and the Sender may agree on the delivery of Hydrocarbons with lower characteristics than the minimum required, in which case the Sender shall pay all costs and expenses to improve the Hydrocarbon and to bring it to acceptable Transportation specifications for the Transporter.",41,21,Minimum Commitment,89519,89811
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.pdf,"The Transporter reserves the right to receive or reject a Hydrocarbon that fails to meet the minimum specified values; in case of reception, the Sender shall Pay the Transporter any costs incurred in the analysis and eventual treatment of this Hydrocarbon to place it within the required specifications or to implement the scheme required for its Transportation.",48,21,Minimum Commitment,106042,106404
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.pdf,"Sender with Contracted Capacity in Firm: 22.2.1 If by any reason the delivery is less than 95% or more than 105% of their Scheduled Capacity, the Sender shall Pay: 22.2.1.1.1 The Transportation fee for volumes delivered when they are higher than the Contracted Capacity in firm. When they are equal or less the Sender shall Pay Transportation fee on the Contracted Capacity in firm. 22.2.1.1.2 The Transporter may decide to charge the Sender a sanction equivalent to 5% of the Transportation Fee of the Scheduled Capacity.
22.2.1.2 If by any reason, delivery is between 95% and up to 105% of its scheduled Capacity, the Transporter shall charge the Transportation fee for volumes delivered when these are above the Contracted Capacity in firm. When they are equal or less the Sender shall pay the Transportation fee on the Contracted Capacity in firm. In this case there shall not be any sanction, without prejudice of the application of other types of sanctions. 22.2.2 Sender without Contracted Capacity in firm: 22.2.2.1 If by any reason, the delivery is less than 95% or more than 105% of its scheduled Capacity, the Sender shall Pay: 22.2.2.1.1 The Transportation fee for volumes delivered 22.2.2.1.1 The Transporter may decide to charge the Sender a sanction equivalent to 5% of the Transportation Fee of the Scheduled Capacity. 22.2.2.2 If by any reason, delivery is between 95% and up to 105% of its scheduled Capacity, the Transporter shall charge the Transportation fee for volumes delivered. In this case there shall not be any sanction, without prejudice of the application of other types of sanctions.",54,21,Minimum Commitment,120534,122148
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.pdf,The basket of Crude Oil to be used shall always include a minimum of ten (10) Crude Oils.,63,21,Minimum Commitment,141629,141718
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.pdf,MINIMUM SPECIFICATIONS OF QUALITY PER SYSTEM,70,21,Minimum Commitment,45646,45690
ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION SERVICE AGREEMENT.pdf,"Quantity of capacity to be released: Max 13,370 Dfli/Day, Min 13,370 DthDay.",4,21,Minimum Commitment,11538,11614
ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION SERVICE AGREEMENT.pdf,"Minimum transportation rate acceptable to Releasing Shipper (if none, write ""none""; includes commodity component):
Tariff Rate
(ii) Bid Requirements:
(a) _X_ Reservation, __Volumetric
or ___ Volumetric with ___ volume commitment
(b) __ Dollar/Cents or __ Percentage",4,21,Minimum Commitment,11622,11887
MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT.pdf,"Shipper guarantees that during each Contract Year, Shipper will meet its Quarterly Volume Commitment or, in the event it fails to do so, shall remit to MPL the Quarterly Deficiency Payment pursuant to Section 3.5.",5,21,Minimum Commitment,13410,13623
